official_name,official_athlete_url,nickname,division,record,slug_name,profile_name,canonical_athlete_url,profile_division,profile_record,profile_status,profile_source_tag,birthplace,age,height,reach,weight,octagon_debut,alternate_slug_names,official_url_identity_valid,official_url_identity_status,official_url_identity_reason,ufcstats_name,ufcstats_url,ufcstats_resolution,combat_sport,combat_sport_reason,combat_sport_profile_url,coverage_eligible
Rinya Nakamura,https://www.ufc.com/athlete/rinya-nakamura,"""Hybred""",Bantamweight,10-1-0 (W-L-D),rinya nakamura,Rinya Nakamura,https://www.ufc.com/athlete/rinya-nakamura,Bantamweight Division,10-1-0 (W-L-D),Active,,Japan,30,67.00 in,68.50 in,135.00,"Jun. 10, 2022",rinya nakamura,True,valid,,Rinya Nakamura,http://ufcstats.com/fighter-details/d8c811df0386d5e8,ufc_fighter_details,mma,ufcstats_profile_match,,True
Rizvan Kuniev,https://www.ufc.com/athlete/rizvan-kuniev,,Heavyweight,12-3-1 (W-L-D),rizvan kuniev,Rizvan Kuniev,https://www.ufc.com/athlete/rizvan-kuniev,Heavyweight Division,12-3-1 (W-L-D),Active,,"Makhachkala, Dagestan, Russia",33,76.00 in,76.00 in,240.00,"Feb. 22, 2025",rizvan kuniev,True,valid,,Rizvan Kuniev,http://ufcstats.com/fighter-details/739fd4fbb5d862f4,ufc_fighter_details,mma,ufcstats_profile_match,,True
Rob Font,https://www.ufc.com/athlete/rob-font,,Bantamweight,22-10-0 (W-L-D),rob font,Rob Font,https://www.ufc.com/athlete/rob-font,Bantamweight Division,22-10-0 (W-L-D),Active,,"Leominster, United States",38,68.00 in,71.50 in,135.00,"Jul. 5, 2014",rob font,True,valid,,Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808,ufc_fighter_details,mma,ufcstats_profile_match,,True
Robbie Ring,https://www.ufc.com/athlete/robbie-ring,,Featherweight,0-1-0 (W-L-D),robbie ring,Robbie Ring,https://www.ufc.com/athlete/robbie-ring,Featherweight Division,0-1-0 (W-L-D),Active,,United States,23,,,,"Jul. 21, 2026",robbie ring|robbi ring,True,valid,,Robbie Ring,http://ufcstats.com/fighter-details/fa9746fa5d23c202,ufc_fighter_details,mma,ufcstats_profile_match,,True
Robert Bryczek,https://www.ufc.com/athlete/robert-bryczek,,Middleweight,18-7-0 (W-L-D),robert bryczek,Robert Bryczek,https://www.ufc.com/athlete/robert-bryczek,Middleweight Division,18-7-0 (W-L-D),Active,,"Bielsko-Biała, Poland",35,72.00 in,75.00 in,186.00,"Feb. 10, 2024",robert bryczek|robert bryzhek,True,valid,,Robert Bryczek,http://ufcstats.com/fighter-details/f96856f9d69fd7e4,ufc_fighter_details,mma,ufcstats_profile_match,,True
Robert Ruchala,https://www.ufc.com/athlete/robert-ruchala,"""Faker""",Featherweight,11-3-0 (W-L-D),robert ruchala,Robert Ruchala,https://www.ufc.com/athlete/robert-ruchala,Featherweight Division,11-3-0 (W-L-D),Active,,"Nowy Sącz, Poland",27,70.00 in,,146.00,"Sep. 6, 2025",robert ruchala|robert rukhala,True,valid,,Robert Ruchala,http://ufcstats.com/fighter-details/92aed9d16794f42b,ufc_fighter_details,mma,ufcstats_profile_match,,True
Robert Valentin,https://www.ufc.com/athlete/robert-valentin-frey,"""Robzilla""",Middleweight,12-6-0 (W-L-D),,Robert Valentin,https://www.ufc.com/athlete/robert-valentin-frey,Middleweight Division,12-6-0 (W-L-D),Active,,"Zurich, Switzerland",31,74.00 in,77.00 in,186.00,"Aug. 24, 2024",,True,slug_mismatch_profile_valid,slug_name_mismatch:robert valentin frey,Robert Valentin,http://ufcstats.com/fighter-details/0cd0456d6029cec2,ufc_fighter_details,mma,ufcstats_profile_match,,True
Robert Whittaker,https://www.ufc.com/athlete/robert-whittaker,"""The Reaper""",Light Heavyweight,28-9-0 (W-L-D),robert whittaker,Robert Whittaker,https://www.ufc.com/athlete/robert-whittaker,Light Heavyweight Division,28-9-0 (W-L-D),Active,,"Otahuhu, Australia",35,72.00 in,73.50 in,185.50,"Dec. 16, 2012",robert whittaker|robert uittaker,True,valid,,Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,ufc_fighter_details,mma,ufcstats_profile_match,,True
Roberto Romero,https://www.ufc.com/athlete/roberto-romero,"""El Charro Negro""",Featherweight,8-5-1 (W-L-D),roberto romero,Roberto Romero,https://www.ufc.com/athlete/roberto-romero,Featherweight Division,8-5-1 (W-L-D),Active,,"Chihuahua, Mexico",25,68.00 in,70.00 in,145.00,"Nov. 16, 2024",roberto romero,True,valid,,Roberto Romero,http://ufcstats.com/fighter-details/15ea371202eb25e1,ufc_fighter_details,mma,ufcstats_profile_match,,True
Rodolfo Bellato,https://www.ufc.com/athlete/rodolfo-bellato,"""Trator""",Light Heavyweight,13-3-1 (W-L-D),rodolfo bellato,Rodolfo Bellato,https://www.ufc.com/athlete/rodolfo-bellato,Light Heavyweight Division,13-3-1 (W-L-D),Active,,Brazil,30,75.00 in,77.50 in,205.00,"Dec. 2, 2023",rodolfo bellato,True,valid,,Rodolfo Bellato,http://ufcstats.com/fighter-details/69898645d600abdb,ufc_fighter_details,mma,ufcstats_profile_match,,True
Rodolfo Vieira,https://www.ufc.com/athlete/rodolfo-vieira,,Middleweight,11-5-0 (W-L-D),rodolfo vieira,Rodolfo Vieira,https://www.ufc.com/athlete/rodolfo-vieira,Middleweight Division,11-5-0 (W-L-D),Active,,Brazil,36,72.00 in,73.00 in,186.00,"Aug. 10, 2019",rodolfo vieira|rodolfo vieyra,True,valid,,Rodolfo Vieira,http://ufcstats.com/fighter-details/260e9e0d4954aea6,ufc_fighter_details,mma,ufcstats_profile_match,,True
Rodrigo Lidio,https://www.ufc.com/athlete/rodrigo-lidio,,Lightweight,0-1-0 (W-L-D),rodrigo lidio,Rodrigo Lidio,https://www.ufc.com/athlete/rodrigo-lidio,Lightweight Division,0-1-0 (W-L-D),Active,Dana White's Contender Series,,33,,,155.00,"Jul. 21, 2026",rodrigo lidio,True,valid,,Rodrigo Lidio,http://ufcstats.com/fighter-details/11b5a809c3120e27,ufc_fighter_details,mma,ufcstats_profile_match,,True
Rodrigo Sezinando,https://www.ufc.com/athlete/rodrigo-sezinando,,Welterweight,9-2-0 (W-L-D),rodrigo sezinando,Rodrigo Sezinando,https://www.ufc.com/athlete/rodrigo-sezinando,Welterweight Division,9-2-0 (W-L-D),Active,,Brazil,27,69.00 in,71.00 in,170.50,"Aug. 16, 2025",rodrigo sezinando|rodrigo sezinado,True,valid,,Rodrigo Sezinando,http://ufcstats.com/fighter-details/c06d6b18862f9a53,ufc_fighter_details,mma,ufcstats_profile_match,,True
Rodrigo Vera,https://www.ufc.com/athlete/rodrigo-vera,"""El Gato Loco""",Featherweight,22-1-1 (W-L-D),rodrigo vera,Rodrigo Vera,https://www.ufc.com/athlete/rodrigo-vera,Featherweight Division,22-1-1 (W-L-D),Active,,"Lima, Peru",30,66.00 in,,145.00,"May. 30, 2026",rodrigo vera,True,valid,,Rodrigo Vera,http://ufcstats.com/fighter-details/2b266e623e20737a,ufc_fighters_scraped,mma,ufcstats_profile_match,,True
Roman Dolidze,https://www.ufc.com/athlete/roman-dolidze,,Light Heavyweight,15-5-0 (W-L-D),roman dolidze,Roman Dolidze,https://www.ufc.com/athlete/roman-dolidze,Light Heavyweight Division,15-5-0 (W-L-D),Active,,"Batumi, Georgia",37,74.00 in,76.00 in,185.50,"Jul. 18, 2020",roman dolidze,True,valid,,Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Roman Kopylov,https://www.ufc.com/athlete/roman-kopylov,,Middleweight,15-5-0 (W-L-D),roman kopylov,Roman Kopylov,https://www.ufc.com/athlete/roman-kopylov,Middleweight Division,15-5-0 (W-L-D),Active,,"Kemerovo Oblast, Russia",34,72.00 in,75.00 in,185.20,"Nov. 9, 2019",roman kopylov,True,valid,,Roman Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ronal Siahaan,https://www.ufc.com/athlete/ronal-siahaan,,Flyweight,0-1-0 (W-L-D),ronal siahaan,Ronal Siahaan,https://www.ufc.com/athlete/ronal-siahaan,Flyweight Division,0-1-0 (W-L-D),Active,,Indonesia,27,,,126.00,"Jul. 21, 2026",ronal siahaan,True,valid,,Ronal Siahaan,http://ufcstats.com/fighter-details/762226efa2b01654,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ronaldo Rodriguez,https://www.ufc.com/athlete/luis-rodriguez,"""Lazy Boy """,Flyweight,17-3-0 (W-L-D),,Ronaldo Rodriguez,https://www.ufc.com/athlete/luis-rodriguez,Flyweight Division,17-3-0 (W-L-D),Active,,"Chiapas, Mexico",25,66.00 in,65.50 in,127.00,"Feb. 24, 2024",,True,slug_mismatch_profile_valid,slug_name_mismatch:luis rodriguez,Ronaldo Rodriguez,http://ufcstats.com/fighter-details/f2900678e98f6d6a,ufc_fighter_details,mma,ufcstats_profile_match,,True
Rongzhu,https://www.ufc.com/athlete/zhu-rong,,Lightweight,28-6-0 (W-L-D),,Rongzhu,https://www.ufc.com/athlete/zhu-rong,Lightweight Division,28-6-0 (W-L-D),Active,,"Sichuan, China",26,69.00 in,71.00 in,155.50,"Apr. 24, 2021",,True,slug_mismatch_profile_valid,slug_name_mismatch:zhu rong,Rongzhu,http://ufcstats.com/fighter-details/a13d755965a4ec9f,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ronnie Lawrence,https://www.ufc.com/athlete/ronnie-lawrence,"""The Heat""",Bantamweight,8-2-0 (W-L-D),ronnie lawrence,Ronnie Lawrence,https://www.ufc.com/athlete/ronnie-lawrence,Bantamweight Division,8-2-0 (W-L-D),Active,,United States,31,68.00 in,68.50 in,136.00,"Feb. 27, 2021",ronnie lawrence,True,valid,,Ronnie Lawrence,http://ufcstats.com/fighter-details/e7e01e266a9d4342,ufc_fighter_details,mma,ufcstats_profile_match,,True
Rose Namajunas,https://www.ufc.com/athlete/rose-namajunas,"""Thug""",Women's Flyweight,15-8-0 (W-L-D),rose namajunas,Rose Namajunas,https://www.ufc.com/athlete/rose-namajunas,Women's Flyweight Division,15-8-0 (W-L-D),Active,#14 PFP,"Milwaukee, United States",34,65.00 in,65.00 in,125.50,"Dec. 12, 2014",rose namajunas,True,valid,,Rose Namajunas,http://ufcstats.com/fighter-details/47b63240018d5d86,ufc_fighter_details,mma,ufcstats_profile_match,,True
Roybert Echeverria,https://www.ufc.com/athlete/roy-echeverria,"""The Unbroken""",Flyweight,0-1-0 (W-L-D),,Roybert Echeverria,https://www.ufc.com/athlete/roy-echeverria,Flyweight Division,0-1-0 (W-L-D),Active,,"Maturin, Venezuela",27,,,125.00,"Jul. 21, 2026",,True,slug_mismatch_profile_valid,slug_name_mismatch:roy echeverria,Roybert Echeverria,http://ufcstats.com/fighter-details/20b13e96668caaa4,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ryan Gandra,https://www.ufc.com/athlete/ryan-gandra,"""Problema""",Middleweight,10-1-0 (W-L-D),ryan gandra,Ryan Gandra,https://www.ufc.com/athlete/ryan-gandra,Middleweight Division,10-1-0 (W-L-D),Active,,Brazil,31,73.00 in,74.50 in,184.00,"Feb. 28, 2026",ryan gandra|rayan gandra,True,valid,,Ryan Gandra,http://ufcstats.com/fighter-details/e463ce0a2ca474f4,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ryan Hall,https://www.ufc.com/athlete/ryan-hall,"""The Wizard""",Featherweight,9-2-0 (W-L-D),ryan hall,Ryan Hall,https://www.ufc.com/athlete/ryan-hall,Featherweight Division,9-2-0 (W-L-D),Active,,"Arlington, United States",38,70.00 in,70.50 in,145.50,"Dec. 11, 2015",ryan hall,True,valid,,Ryan Hall,http://ufcstats.com/fighter-details/8866c6f509c19089,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ryan Loder,https://www.ufc.com/athlete/ryan-loder,"""Man of Steel""",Middleweight,8-3-0 (W-L-D),ryan loder,Ryan Loder,https://www.ufc.com/athlete/ryan-loder,Middleweight Division,8-3-0 (W-L-D),Active,,United States,34,74.00 in,76.00 in,185.00,"Aug. 24, 2024",ryan loder,True,valid,,Ryan Loder,http://ufcstats.com/fighter-details/d5bab53a1a603aac,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ryan Spann,https://www.ufc.com/athlete/ryan-spann,"""Superman""",Heavyweight,24-11-0 (W-L-D),ryan spann,Ryan Spann,https://www.ufc.com/athlete/ryan-spann,Heavyweight Division,24-11-0 (W-L-D),Active,,"Memphis, United States",34,77.00 in,79.00 in,252.00,"Jul. 25, 2017",ryan spann,True,valid,,Ryan Spann,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,ufc_fighter_details,mma,ufcstats_profile_match,,True
Said Nurmagomedov,https://www.ufc.com/athlete/said-nurmagomedov,,Bantamweight,18-5-0 (W-L-D),said nurmagomedov,Said Nurmagomedov,https://www.ufc.com/athlete/said-nurmagomedov,Bantamweight Division,18-5-0 (W-L-D),Active,,"Dagestan Republic, Russia",33,68.00 in,70.00 in,136.00,"Jul. 14, 2018",said nurmagomedov,True,valid,,Said Nurmagomedov,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,ufc_fighter_details,mma,ufcstats_profile_match,,True
Saimon Oliveira,https://www.ufc.com/athlete/saimon-oliveira,,Bantamweight,18-7-0 (W-L-D),saimon oliveira,Saimon Oliveira,https://www.ufc.com/athlete/saimon-oliveira,Bantamweight Division,18-7-0 (W-L-D),Active,,"Cocal do Sul, Brazil",34,64.00 in,72.00 in,144.00,"Jan. 22, 2022",saimon oliveira,True,valid,,Saimon Oliveira,http://ufcstats.com/fighter-details/72ea1984c52019b5,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sam Hughes,https://www.ufc.com/athlete/sam-hughes,"""Sampage""",Women's Strawweight,11-7-0 (W-L-D),sam hughes,Sam Hughes,https://www.ufc.com/athlete/sam-hughes,Women's Strawweight Division,11-7-0 (W-L-D),Active,,"Davenport, United States",33,65.00 in,64.00 in,116.00,"Dec. 12, 2020",sam hughes,True,valid,,Sam Hughes,http://ufcstats.com/fighter-details/e94085e821bd81de,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sam Patterson,https://www.ufc.com/athlete/sam-patterson,,Welterweight,14-3-1 (W-L-D),sam patterson,Sam Patterson,https://www.ufc.com/athlete/sam-patterson,Welterweight Division,14-3-1 (W-L-D),Active,,"Watford, England",29,75.00 in,78.00 in,170.00,"Mar. 18, 2023",sam patterson|sem patterson,True,valid,,Sam Patterson,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,ufc_fighter_details,mma,ufcstats_profile_match,,True
Samuel Sanches,https://www.ufc.com/athlete/samuel-sanches,,Lightweight,1-0-0 (W-L-D),samuel sanches,Samuel Sanches,https://www.ufc.com/athlete/samuel-sanches,Lightweight Division,1-0-0 (W-L-D),Active,,,22,70.00 in,74.50 in,154.00,"Apr. 4, 2026",samuel sanches,True,valid,,Samuel Sanches,http://ufcstats.com/fighter-details/438d497617ecb16e,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sandra Lavado,https://www.ufc.com/athlete/sandra-lavado,,Women's Strawweight,0-1-0 (W-L-D),sandra lavado,Sandra Lavado,https://www.ufc.com/athlete/sandra-lavado,Women's Strawweight Division,0-1-0 (W-L-D),Active,Dana White's Contender Series,,29,,,116.00,"Jul. 21, 2026",sandra lavado,True,valid,,Sandra Lavado,http://ufcstats.com/fighter-details/aa6da8cb3a26da04,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sang Hoon Yoo,https://www.ufc.com/athlete/sang-hoon-yoo,,Welterweight,1-0-0 (W-L-D),sang hoon yoo,Sang Hoon Yoo,https://www.ufc.com/athlete/sang-hoon-yoo,Welterweight Division,1-0-0 (W-L-D),Active,,"Gangwon-do Taebaek, South Korea",33,,,171.00,"Jul. 21, 2026",sang hoon yoo,True,valid,,,,,mma,,,True
Sang Won Kim,https://www.ufc.com/athlete/sang-won-kim,,Featherweight,1-1-0 (W-L-D),sang won kim,Sang Won Kim,https://www.ufc.com/athlete/sang-won-kim,Featherweight Division,1-1-0 (W-L-D),Active,,South Korea,29,,,160.30,"Jul. 21, 2026",sang won kim|sang von kim,True,valid,,,,,mma,,,True
SangWook Kim,https://www.ufc.com/athlete/sangwook-kim,"""Frogman""",,13-3-0 (W-L-D),sangwook kim,SangWook Kim,https://www.ufc.com/athlete/sangwook-kim,,13-3-0 (W-L-D),,Road to UFC,South Korea,32,,,155.00,"Jul. 21, 2026",sangwook kim|sangvuk kim,True,valid,,Sangwook Kim,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4,ufc_fighter_details,mma,ufcstats_profile_match,,True
Santiago Luna,https://www.ufc.com/athlete/santiago-luna,"""BorderBoy""",Bantamweight,8-1-0 (W-L-D),santiago luna,Santiago Luna,https://www.ufc.com/athlete/santiago-luna,Bantamweight Division,8-1-0 (W-L-D),Active,,"San Diego, United States",21,69.00 in,74.00 in,136.00,"Sep. 13, 2025",santiago luna|santyago luna,True,valid,,Santiago Luna,http://ufcstats.com/fighter-details/faf317c665546a36,ufc_fighter_details,mma,ufcstats_profile_match,,True
Santiago Ponzinibbio,https://www.ufc.com/athlete/santiago-ponzinibbio,"""Argentine Dagger""",Welterweight,31-9-0 (W-L-D),santiago ponzinibbio,Santiago Ponzinibbio,https://www.ufc.com/athlete/santiago-ponzinibbio,Welterweight Division,31-9-0 (W-L-D),Active,,Argentina,38,72.00 in,73.00 in,170.00,"Nov. 9, 2013",santiago ponzinibbio,True,valid,,Santiago Ponzinibbio,http://ufcstats.com/fighter-details/6d1bffff14897645,ufc_fighter_details,mma,ufcstats_profile_match,,True
Saygid Izagakhmaev,https://www.ufc.com/athlete/saygid-izagakhmaev,,Welterweight,22-3-0 (W-L-D),saygid izagakhmaev,Saygid Izagakhmaev,https://www.ufc.com/athlete/saygid-izagakhmaev,Welterweight Division,22-3-0 (W-L-D),Active,,Russia,31,72.00 in,74.50 in,170.00,"Nov. 22, 2025",saygid izagakhmaev,True,valid,,Saygid Izagakhmaev,http://ufcstats.com/fighter-details/de26d906f2874dd4,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sean Brady,https://www.ufc.com/athlete/sean-brady,,Welterweight,19-2-0 (W-L-D),sean brady,Sean Brady,https://www.ufc.com/athlete/sean-brady,Welterweight Division,19-2-0 (W-L-D),Active,,"Philadelphia, United States",33,70.00 in,72.00 in,169.40,"Oct. 18, 2019",sean brady,True,valid,,Sean Brady,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sean Lally,https://www.ufc.com/athlete/sean-lally,"""The Unpredictable One""",Welterweight,8-4-0 (W-L-D),sean lally,Sean Lally,https://www.ufc.com/athlete/sean-lally,Welterweight Division,8-4-0 (W-L-D),Active,,"Falmouth, United States",32,72.00 in,74.50 in,170.50,"Jul. 21, 2026",sean lally,True,valid,,Sean Lally,http://ufcstats.com/fighter-details/e62ce041bb7aeb1f,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sean Mcinerney,https://www.ufc.com/athlete/sean-mcinerney,"""Poopies""",Welterweight,0-0-0 (W-L-D),sean mcinerney,Sean Mcinerney,https://www.ufc.com/athlete/sean-mcinerney,Welterweight Division,,Active,,,36,,,,"Jul. 21, 2026",sean mcinerney,True,valid,,,,,mma,,,True
Sean O'Malley,https://www.ufc.com/athlete/sean-omalley,"""Suga""",Bantamweight,20-3-0 (W-L-D),sean omalley,Sean O'Malley,https://www.ufc.com/athlete/sean-omalley,Bantamweight Division,20-3-0 (W-L-D),Active,,"Helena, United States",31,71.00 in,72.00 in,135.50,"Jul. 18, 2017",sean omalley,True,valid,,Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sean Sharaf,https://www.ufc.com/athlete/sean-sharaf,"""The Smoke""",Heavyweight,4-2-0 (W-L-D),sean sharaf,Sean Sharaf,https://www.ufc.com/athlete/sean-sharaf,Heavyweight Division,4-2-0 (W-L-D),Active,,"Anaheim, United States",32,74.00 in,76.00 in,251.00,"Oct. 12, 2024",sean sharaf|shon sharaf,True,valid,,Sean Sharaf,http://ufcstats.com/fighter-details/0f3a990526c5e706,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sean Strickland,https://www.ufc.com/athlete/sean-strickland,,Middleweight,31-7-0 (W-L-D),sean strickland,Sean Strickland,https://www.ufc.com/athlete/sean-strickland,Middleweight Division,31-7-0 (W-L-D),Active,#7 PFP,United States,35,73.00 in,76.00 in,185.00,"Mar. 15, 2014",sean strickland,True,valid,,Sean Strickland,http://ufcstats.com/fighter-details/0d8011111be000b2,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sean Woodson,https://www.ufc.com/athlete/sean-woodson,"""The Sniper""",Featherweight,13-2-1 (W-L-D),sean woodson,Sean Woodson,https://www.ufc.com/athlete/sean-woodson,Featherweight Division,13-2-1 (W-L-D),Active,,"St. Louis, United States",32,74.50 in,78.00 in,146.00,"Oct. 18, 2019",sean woodson,True,valid,,Sean Woodson,http://ufcstats.com/fighter-details/4682bc59d5f55145,ufc_fighter_details,mma,ufcstats_profile_match,,True
Seokhyeon Ko,https://www.ufc.com/athlete/seokhyeon-ko,"""The Korean Tyson""",Welterweight,13-3-0 (W-L-D),seokhyeon ko,Seokhyeon Ko,https://www.ufc.com/athlete/seokhyeon-ko,Welterweight Division,13-3-0 (W-L-D),Active,,South Korea,32,70.00 in,71.00 in,170.00,"Jun. 21, 2025",seokhyeon ko|seokhyuyon ko,True,valid,,Seokhyeon Ko,http://ufcstats.com/fighter-details/4a07b1988477502c,ufc_fighter_details,mma,ufcstats_profile_match,,True
SeongChan Hong,https://www.ufc.com/athlete/seongchan-hong,,Lightweight,0-1-0 (W-L-D),seongchan hong,SeongChan Hong,https://www.ufc.com/athlete/seongchan-hong,Lightweight Division,0-1-0 (W-L-D),Active,,South Korea,33,,,155.50,"Jul. 21, 2026",seongchan hong,True,valid,,SeongChan Hong,http://ufcstats.com/fighter-details/10d4575f497face4,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sergei Pavlovich,https://www.ufc.com/athlete/sergei-pavlovich,,Heavyweight,21-3-0 (W-L-D),sergei pavlovich,Sergei Pavlovich,https://www.ufc.com/athlete/sergei-pavlovich,Heavyweight Division,21-3-0 (W-L-D),Active,,Russia,34,75.00 in,84.00 in,255.50,"Nov. 24, 2018",sergei pavlovich|sergey pavlovich,True,valid,,Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254,ufc_fighter_details,mma,ufcstats_profile_match,,True
Sergey Morozov,https://www.ufc.com/athlete/sergey-morozov,,Bantamweight,19-5-0 (W-L-D),sergey morozov,Sergey Morozov,https://www.ufc.com/athlete/sergey-morozov,Bantamweight Division,19-5-0 (W-L-D),Active,,Kazakhstan,34,66.00 in,67.00 in,136.00,"Oct. 24, 2020",sergey morozov,True,valid,,Sergey Morozov,http://ufcstats.com/fighter-details/2f6a993c7f547c13,ufc_fighter_details,mma,ufcstats_profile_match,,True
Serghei Spivac,https://www.ufc.com/athlete/serghei-spivac,"""Polar Bear""",Heavyweight,18-6-0 (W-L-D),serghei spivac,Serghei Spivac,https://www.ufc.com/athlete/serghei-spivac,Heavyweight Division,18-6-0 (W-L-D),Active,,Moldova,31,75.00 in,78.00 in,251.00,"May. 4, 2019",serghei spivac,True,valid,,Serghei Spivac,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,ufc_fighter_details,mma,ufcstats_profile_match,,True
Serhiy Sidey,https://www.ufc.com/athlete/serhiy-sidey,,Bantamweight,12-2-0 (W-L-D),serhiy sidey,Serhiy Sidey,https://www.ufc.com/athlete/serhiy-sidey,Bantamweight Division,12-2-0 (W-L-D),Active,,"Chernivtsi Oblast, Ukraine",28,71.00 in,72.00 in,135.50,"Jan. 20, 2024",serhiy sidey|serkhiy sidey,True,valid,,Serhiy Sidey,http://ufcstats.com/fighter-details/1a2bf44edb8055b6,ufc_fighter_details,mma,ufcstats_profile_match,,True
SeungGuk Choi,https://www.ufc.com/athlete/seungguk-choi,,Flyweight,7-3-0 (W-L-D),seungguk choi,SeungGuk Choi,https://www.ufc.com/athlete/seungguk-choi,Flyweight Division,7-3-0 (W-L-D),Active,,South Korea,26,66.00 in,64.00 in,131.30,"Jun. 9, 2022",seungguk choi,True,valid,,SeungGuk Choi,http://ufcstats.com/fighter-details/adccbc19b22e19af,ufc_fighter_details,mma,ufcstats_profile_match,,True
Seungwoo Choi,https://www.ufc.com/athlete/seungwoo-choi,"""Sting""",Featherweight,11-8-0 (W-L-D),seungwoo choi,Seungwoo Choi,https://www.ufc.com/athlete/seungwoo-choi,Featherweight Division,11-8-0 (W-L-D),,,"Gangneung, South Korea",32,72.00 in,74.50 in,145.00,"Apr. 20, 2019",seungwoo choi|seung woo choi,True,valid,,SeungWoo Choi,http://ufcstats.com/fighter-details/a68575214ecad140,ufc_fighter_details,mma,ufcstats_profile_match,,True
